@relation segment

@attribute original numeric
@attribute Sobel_filter_0.0 numeric
@attribute Gaussian_blur_1.0 numeric
@attribute Sobel_filter_1.0 numeric
@attribute Derivatives_2_2_1.0 numeric
@attribute Derivatives_3_3_1.0 numeric
@attribute Derivatives_4_4_1.0 numeric
@attribute Derivatives_5_5_1.0 numeric
@attribute Gaussian_blur_2.0 numeric
@attribute Sobel_filter_2.0 numeric
@attribute Difference_of_gaussians_2.0_1.0 numeric
@attribute Derivatives_2_2_2.0 numeric
@attribute Derivatives_3_3_2.0 numeric
@attribute Derivatives_4_4_2.0 numeric
@attribute Derivatives_5_5_2.0 numeric
@attribute Gaussian_blur_4.0 numeric
@attribute Sobel_filter_4.0 numeric
@attribute Difference_of_gaussians_4.0_1.0 numeric
@attribute Difference_of_gaussians_4.0_2.0 numeric
@attribute Derivatives_2_2_4.0 numeric
@attribute Derivatives_3_3_4.0 numeric
@attribute Derivatives_4_4_4.0 numeric
@attribute Derivatives_5_5_4.0 numeric
@attribute Gaussian_blur_8.0 numeric
@attribute Sobel_filter_8.0 numeric
@attribute Difference_of_gaussians_8.0_1.0 numeric
@attribute Difference_of_gaussians_8.0_2.0 numeric
@attribute Difference_of_gaussians_8.0_4.0 numeric
@attribute Derivatives_2_2_8.0 numeric
@attribute Derivatives_3_3_8.0 numeric
@attribute Derivatives_4_4_8.0 numeric
@attribute Derivatives_5_5_8.0 numeric
@attribute Gaussian_blur_16.0 numeric
@attribute Sobel_filter_16.0 numeric
@attribute Difference_of_gaussians_16.0_1.0 numeric
@attribute Difference_of_gaussians_16.0_2.0 numeric
@attribute Difference_of_gaussians_16.0_4.0 numeric
@attribute Difference_of_gaussians_16.0_8.0 numeric
@attribute Derivatives_2_2_16.0 numeric
@attribute Derivatives_3_3_16.0 numeric
@attribute Derivatives_4_4_16.0 numeric
@attribute Derivatives_5_5_16.0 numeric
@attribute class {vessel,nonvascular,background}

@data
70,0,70.000023,0.465164,-0.507386,0.108789,-1.259041,-0.815371,70.064926,2.577492,-0.064903,0.024727,-0.006649,-0.014514,-0.004153,69.942993,7.444291,0.05703,0.121933,0.010004,0.000288,0.000107,0.000011,68.191719,11.518915,1.808304,1.873207,1.751274,0.000307,0.000049,0.000002,0,66.215065,6.947707,3.784958,3.849861,3.727928,1.976654,-0.000018,-0.000001,0,0,nonvascular
63,49.658836,63.796406,48.126209,-0.994632,0.746466,-0.925248,7.326254,67.51384,40.561573,-3.717434,0.01293,0.029687,-0.017034,0.00918,68.320534,33.003735,-4.524128,-0.806694,0.000814,0.001019,0.000112,0.000023,67.038712,20.01001,-3.242306,0.475128,1.281822,0.000546,0.000044,0.000001,0,66.349953,5.905492,-2.553547,1.163887,1.970581,0.688759,-0.000012,-0.000001,0,0,nonvascular
76,0,75.999939,2.513433,0.748782,-0.449553,2.77547,-12.599232,75.662895,14.764065,0.337044,0.05131,0.017244,0.018902,0.006728,73.485161,22.407257,2.514778,2.177734,0.004893,0.001661,-0.000012,0.000038,70.168854,15.542142,5.831085,5.494041,3.316307,0.001053,0.000005,0.000002,0,66.869347,1.757609,9.130592,8.793549,6.615814,3.299507,-0.000013,-0.000001,0,0,nonvascular
82,26.832815,81.534866,25.247305,0.956873,-0.214616,5.915642,11.217502,79.639076,17.845207,1.89579,0.12265,0.026967,0.015623,0.014846,77.341858,15.124046,4.193008,2.297218,0.027506,-0.000755,0.000305,-0.000014,70.749214,12.794284,10.785652,8.889862,6.592644,0.000861,-0.000018,0.000003,0,65.896111,5.052459,15.638756,13.742966,11.445747,4.853104,-0.000021,0,0,0,nonvascular
49,109.590149,49.85112,106.144844,-1.382818,5.797339,-10.292064,31.673546,53.289154,86.337242,-3.438034,-0.061948,0.078702,-0.02215,0.050691,55.721745,58.696724,-5.870625,-2.43259,0.00696,0.00114,-0.000018,0.000053,58.28511,31.2777,-8.43399,-4.995956,-2.563366,-0.000453,0.000019,0.000001,0,63.031788,7.22348,-13.180668,-9.742634,-7.310043,-4.746677,-0.000034,0,0,0,nonvascular
43,0,43,0.013908,0.199201,0.032758,0.511109,-5.440078,43.005608,0.954847,-0.005608,0.062949,-0.02347,0.005207,0.018134,43.587391,2.685595,-0.587391,-0.581783,-0.010931,0.001628,0.000101,-0.000023,48.934681,1.781779,-5.934681,-5.929073,-5.34729,-0.001456,0.00005,-0.000001,0,60.962154,1.144523,-17.962154,-17.956547,-17.374763,-12.027473,-0.000048,0,0,0,nonvascular
43,0,43,0.329169,-0.113379,-0.59349,2.105014,-7.553598,43.033356,1.481054,-0.033356,0.015392,0.001474,-0.005479,-0.026159,43.634563,4.777642,-0.634563,-0.601208,-0.00745,0.001453,0.000041,0.000029,48.624393,6.437094,-5.624393,-5.591038,-4.98983,-0.001635,0.000029,-0.000001,0,60.840073,1.283887,-17.840073,-17.806717,-17.205509,-12.215679,-0.000057,0,0,0,nonvascular
76,25.455845,76.455307,24.490721,-0.86644,-1.339482,-6.888469,-12.285091,77.695755,20.958862,-1.240448,0.094023,-0.01257,-0.003656,0.006325,74.807121,21.131258,1.648186,2.888634,0.018088,-0.000612,0.000203,-0.00002,68.148079,23.281525,8.307228,9.547676,6.659042,0.000172,-0.000029,0.000002,0,65.514458,10.805505,10.940849,12.181297,9.292664,2.633621,-0.000067,0,0,0,nonvascular
70,0,70,0.013908,0.285852,-0.167705,-0.940121,5.609645,70.00428,0.950416,-0.00428,0.010385,-0.007979,0.010379,-0.011475,70.38678,3.498951,-0.38678,-0.3825,0.000935,0.001276,-0.000062,0.000015,70.926819,6.4738,-0.926819,-0.922539,-0.540039,0.000462,-0.00002,0.000001,0,68.534843,7.889595,1.465157,1.469437,1.851936,2.391975,-0.000067,0,0,0,nonvascular
76,26.832815,75.534897,25.770844,0.542827,-0.817406,5.74474,-11.607936,73.750237,20.396791,1.78466,-0.018611,0.007991,-0.003892,0.002015,73.3591,13.927771,2.175797,0.391136,0.003713,0.000583,0.000011,0.000003,72.720634,5.330209,2.814262,1.029602,0.638466,-0.000016,0.000009,0,0,70.567368,4.320836,4.967529,3.182869,2.791733,2.153267,-0.000056,0.000001,0,0,nonvascular
82,25.455845,81.54467,24.126253,0.218243,1.831812,5.804143,4.615818,80.054527,17.598593,1.490143,0.00352,-0.024056,-0.006398,0.011576,78.867645,8.955313,2.677025,1.186882,0.011836,-0.000215,0.000082,-0.000019,75.014496,4.622298,6.530174,5.040031,3.853149,-0.000482,0.000026,0.000001,0,72.93338,5.9472,8.61129,7.121147,5.934265,2.081116,-0.000029,0.000001,0,0,nonvascular
76,8.485281,76.009811,8.857381,0.545065,0.658704,1.079528,22.177635,76.456375,12.859828,-0.446564,-0.027209,0.010079,0.012677,-0.012369,77.83139,22.949923,-1.821579,-1.375015,-0.003976,0.001297,-0.000086,0.000023,79.95256,23.547649,-3.942749,-3.496185,-2.12117,-0.000083,0.000025,0,0,81.050293,14.374694,-5.040482,-4.593918,-3.218903,-1.097733,0.000039,0,0,0,nonvascular
104,0,103.999931,4.873564,1.122642,1.026561,-0.927624,6.73258,103.49276,28.027256,0.507172,0.117297,-0.03094,0.033839,0.002642,100.252113,38.588356,3.747818,3.240646,0.009178,-0.000395,0.000089,-0.000021,95.600182,29.460527,8.39975,7.892578,4.651932,0.000635,0.000003,0.000001,0,89.112701,15.19265,14.88723,14.380058,11.139412,6.48748,0.000092,0,0,0,nonvascular
110,0,110.000015,0.384279,-0.661901,-0.25715,-1.118879,-15.205983,109.942017,2.494272,0.057999,-0.025238,-0.000911,-0.004683,0.012333,108.861107,2.726623,1.138908,1.08091,0.006674,-0.000702,-0.000029,-0.000002,105.13662,7.058643,4.863396,4.805397,3.724487,0.000991,-0.000009,0.000001,0,95.794998,9.778416,14.205017,14.147018,13.066109,9.341621,0.000135,0,0,0,nonvascular
100,0,100.000053,1.926658,-0.490027,-0.233669,-0.381512,-8.605107,100.363251,10.835788,-0.363197,-0.086343,-0.008336,-0.014389,-0.001833,102.852837,10.616308,-2.852783,-2.489586,-0.011808,-0.000194,-0.000084,-0.000013,104.867485,3.439805,-4.867432,-4.504234,-2.014648,0.000845,-0.000002,-0.000001,0,98.68074,1.310808,1.319313,1.68251,4.172096,6.186745,0.000153,-0.000001,0,0,nonvascular
107,9.486833,106.883728,9.031272,0.113903,-0.273639,0.929654,-1.069517,106.436493,6.558896,0.447235,-0.03412,0.0064,0.005641,-0.006011,106.200172,3.838748,0.683556,0.23632,-0.00278,-0.00015,-0.000024,0.000043,104.118652,8.433079,2.765076,2.317841,2.08152,0.000558,-0.000023,0,0,95.136566,12.190129,11.747162,11.299927,11.063606,8.982086,0.000139,0,0,0,nonvascular
107,12,106.878838,11.836185,-0.21928,0.097583,-1.717126,10.998565,106.202492,11.10279,0.676346,-0.015988,0.047411,-0.032845,0.023337,104.845848,16.313671,2.03299,1.356644,0.010172,-0.001707,0.000099,-0.00001,99.403992,24.136227,7.474846,6.7985,5.441856,0.000241,-0.000033,0,0,89.66954,19.675426,17.209297,16.532951,15.176308,9.734451,0.000104,0,0,0,nonvascular
56,22.135944,55.728626,24.427118,0.232869,0.195502,4.518288,-8.544623,54.321896,37.474148,1.406731,0.062584,0.001926,-0.010404,0.018619,52.049427,39.712208,3.679199,2.272469,-0.01338,0.001213,-0.000014,0.000015,54.778576,36.980198,0.95005,-0.45668,-2.729149,-0.002137,-0.000005,-0.000001,0,66.006142,20.284929,-10.277515,-11.684246,-13.956715,-11.227566,0.000027,0.000001,0,0,nonvascular
31,89.587944,32.414532,85.53241,-1.002397,-3.623767,-15.366087,-19.878437,37.335793,65.048813,-4.921261,0.014367,-0.045904,-0.00114,-0.032658,39.63419,39.809612,-7.219658,-2.298397,-0.000078,-0.000724,0.000143,-0.000023,43.277073,16.45215,-10.862541,-5.94128,-3.642883,-0.002671,-0.000002,-0.000001,0,58.476067,7.909277,-26.061535,-21.140274,-18.841877,-15.198994,0.00002,0.000001,0,0,nonvascular
43,87.965904,43.019184,84.43663,-0.253126,2.232031,-6.500739,21.290567,42.497665,64.653061,0.521519,0.056698,0.036734,-0.000165,0.030834,41.924271,39.428104,1.094913,0.573395,0.002799,0.000393,0.000065,0.000016,43.318691,15.681713,-0.299507,-0.821026,-1.394421,-0.002366,0.00001,0,0,56.910515,4.644172,-13.891331,-14.412849,-14.986244,-13.591824,0.000041,0.000001,0,0,nonvascular
31,0,31.000084,2.720184,-0.566347,0.070232,0.879327,-1.185325,31.565678,14.741497,-0.565594,-0.053762,-0.014044,-0.021162,0.002779,35.492886,13.006144,-4.492802,-3.927208,-0.003832,0.000342,0.000046,-0.000021,42.927223,12.003606,-11.927139,-11.361546,-7.434338,-0.00134,-0.000007,0,0,57.642803,6.946243,-26.642719,-26.077126,-22.149918,-14.71558,0.000066,0,0,0,nonvascular
43,0,43.000046,2.143375,-0.064601,-0.385157,-0.213893,5.293533,43.309578,16.635155,-0.309532,-0.12576,-0.01868,-0.015659,-0.021664,47.443432,37.116383,-4.443386,-4.133854,-0.001977,0.000627,-0.000191,0.000013,55.378613,31.53293,-12.378567,-12.069035,-7.935181,0.000029,-0.000039,0.000001,0,61.862419,10.367671,-18.862373,-18.552841,-14.418987,-6.483807,0.000092,-0.000001,0,0,nonvascular
82,16.970562,81.980339,20.568298,0.220752,0.779849,-1.790881,30.93594,80.75322,36.056927,1.227119,0.006338,-0.048068,-0.0069,-0.024774,76.499908,34.703365,5.480431,4.253311,0.015061,-0.001662,0.000148,-0.000064,69.805756,14.399215,12.174583,10.947464,6.694153,0.000526,-0.000045,0.000002,0,64.569275,7.850096,17.411064,16.183945,11.930634,5.236481,0.000102,-0.000001,0,0,nonvascular
56,110.751976,57.984509,104.961876,-2.550369,5.103798,-24.239655,68.997322,64.802788,76.589958,-6.818279,-0.139673,0.020705,-0.031232,0.032811,67.286308,46.912346,-9.3018,-2.483521,-0.003366,0.000452,-0.000205,0.000026,66.461731,21.354959,-8.477222,-1.658943,0.824577,-0.000134,-0.000001,0,0,62.760094,10.309241,-4.775585,2.042694,4.526215,3.701637,0.000084,-0.000001,0,0,nonvascular
56,0,55.999977,1.419355,0.049156,0.603976,-0.615676,9.776974,55.807877,8.15232,0.192101,0.068565,-0.032701,0.005548,0.015241,54.695396,11.305206,1.304581,1.11248,-0.011314,0.000399,0.00002,-0.000042,55.725044,15.782284,0.274933,0.082832,-1.029648,-0.00072,0.000027,-0.000002,0,57.719151,11.738674,-1.719173,-1.911274,-3.023754,-1.994106,0.000042,0,0,0,nonvascular
49,0,49,0.671749,-0.148957,0.464862,-1.537909,12.371719,48.931164,4.55522,0.068836,0.030663,-0.016002,0.005279,-0.004007,47.871037,10.477331,1.128963,1.060127,0.010515,-0.001063,0.000001,-0.000022,46.136253,9.973413,2.863747,2.79491,1.734783,-0.000474,-0.00004,0.000002,0,50.012314,2.517723,-1.012314,-1.08115,-2.141277,-3.87606,-0.000047,0.000001,0,0,nonvascular
31,48,31.484713,45.625748,-0.127492,-0.408218,-0.558342,2.131466,34.085972,33.663818,-2.601259,-0.048688,-0.01677,0.00452,-0.013408,36.728447,19.597507,-5.243734,-2.642475,-0.006198,-0.000911,-0.00005,-0.000017,41.792965,0.855927,-10.308252,-7.706993,-5.064518,-0.001458,-0.000001,0,0,51.770973,8.939407,-20.286261,-17.685001,-15.042526,-9.978008,-0.000055,0.000001,0,0,nonvascular
63,120.307938,64.364357,115.20845,-2.208641,2.925664,-19.534546,27.296694,68.610916,89.722694,-4.246559,-0.015844,0.05854,-0.020578,0.031379,68.015129,69.016754,-3.650772,0.595787,-0.010054,0.000611,-0.000094,0.000046,64.505608,42.542141,-0.141251,4.105309,3.509521,-0.00164,0.000036,-0.000003,0,64.76577,21.771236,-0.401413,3.845146,3.249359,-0.260162,-0.000017,0.000001,0,0,nonvascular
87,7.071068,86.991844,7.402267,-0.334272,-0.351158,-3.569758,2.88657,86.648911,8.566875,0.342934,0.085728,-0.005288,0.001039,-0.006316,85.315964,1.509825,1.67588,1.332947,0.003938,-0.001301,0.000233,-0.000048,81.704971,21.056755,5.286873,4.943939,3.610992,0.000189,-0.00002,0,0,76.253548,22.138229,10.738297,10.395363,9.062416,5.451424,0.000034,0,0,0,nonvascular
76,24,76.242409,24.424078,-0.400789,-0.57773,-0.378997,-1.14035,77.838989,26.328968,-1.596581,-0.096387,0.029284,-0.021528,-0.010814,81.901779,22.377855,-5.65937,-4.06279,-0.00191,0.000799,-0.000224,0.000062,87.955925,22.536451,-11.713516,-10.116936,-6.054146,0.001758,-0.000066,0.000002,0,84.287392,16.941931,-8.044983,-6.448402,-2.385612,3.668533,0.00008,0,0,0,nonvascular
92,0,92.000008,1.08191,-0.243324,1.534552,3.013923,19.440971,92.029228,8.296259,-0.029221,0.04572,-0.010841,-0.021248,-0.007658,91.962173,20.182951,0.037834,0.067055,0.014386,-0.000472,0.000211,-0.000037,90.599182,25.212135,1.400826,1.430046,1.362991,0.001441,-0.000039,0.000002,0,85.988266,14.596807,6.011742,6.040962,5.973907,4.610916,0.000105,0,0,0,nonvascular
92,125.09996,90.269966,122.491432,4.464123,5.065605,12.467643,67.889214,82.107887,105.851265,8.162079,0.253776,0.033345,0.088238,0.020172,75.948792,75.815247,14.321175,6.159096,0.004685,0.001924,0.000306,0.000041,74.259781,38.046936,16.010185,7.848106,1.689011,-0.001216,0.000056,-0.000001,0,78.182671,11.341176,12.087296,3.925217,-2.233879,-3.92289,0.000083,0,0,0,nonvascular
76,86.348129,75.467216,84.208618,-0.272658,3.656059,1.130987,41.031296,73.956131,72.728775,1.511086,0.045854,0.032657,0.001001,0.023273,74.132156,57.166935,1.33506,-0.176025,-0.00085,0.002016,0.000183,0.000041,74.620964,31.157148,0.846252,-0.664833,-0.488808,-0.001052,0.000064,-0.000002,0,75.937889,7.802111,-0.470673,-1.981758,-1.805733,-1.316925,0.000058,0,0,0,nonvascular
87,49.497475,87.696083,48.936329,-1.966576,3.345422,-8.963243,28.10907,90.474777,45.295868,-2.778694,-0.045221,0.027092,-0.050442,0.026371,91.084656,38.995232,-3.388573,-0.609879,0.011938,0.001514,-0.000031,0.000037,85.964134,25.759342,1.731949,4.510643,5.120522,0.000741,-0.000003,0.000002,0,74.015099,8.478037,13.680984,16.459679,17.069557,11.949036,0.000031,0,0,0,nonvascular
107,12,106.656021,13.375759,0.359072,-0.494863,4.298431,-15.92801,105.175903,20.684626,1.480118,-0.0054,0.000321,-0.029457,-0.00337,101.755501,23.450373,4.90052,3.420403,0.036076,-0.001169,0.000256,-0.000005,89.334793,18.288355,17.321228,15.84111,12.420708,0.002662,-0.000013,0.000005,0,70.072243,13.358896,36.583778,35.103661,31.683258,19.26255,0.000036,0.000001,0,0,nonvascular
43,0,43,0.00015,-0.006595,0.152791,1.067117,-0.312744,42.993999,0.865323,0.006001,0.167718,0.005846,-0.000894,0.014408,42.076725,1.960856,0.923275,0.917274,0.008273,-0.0014,0.000476,-0.000065,41.056847,11.776531,1.943153,1.937153,1.019878,-0.000099,0.000064,-0.000001,0,48.171467,10.855479,-5.171467,-5.177467,-6.094742,-7.11462,-0.000009,0.000001,0,0,nonvascular
23,33.941124,23.633228,32.824451,-0.600774,-1.280705,-0.385522,-2.98474,26.664986,28.605734,-3.031757,-0.133135,-0.037985,-0.016788,-0.037846,31.766336,31.197851,-8.133108,-5.101351,-0.012895,0.001863,-0.000329,0.000058,42.422409,26.080509,-18.789181,-15.757423,-10.656073,0.001004,0.000018,0.000001,0,48.362213,8.236355,-24.728985,-21.697227,-16.595877,-5.939804,0,0.000001,0,0,nonvascular
76,166.58931,74.706268,160.49559,-0.298664,-3.329152,4.368844,-4.096769,69.118507,126.528275,5.587761,0.085415,-0.060329,-0.016942,-0.054623,64.936958,83.426788,9.76931,4.181549,0.01641,-0.00135,0.00028,-0.000023,58.702938,38.410908,16.00333,10.415569,6.23402,0.001743,-0.000011,0.000002,0,51.146069,8.891992,23.5602,17.972439,13.79089,7.55687,0.000002,0.000001,0,0,nonvascular
49,0,48.999981,0.969379,-0.063636,0.038721,0.467644,-0.764723,48.871384,6.102178,0.128597,0.015236,-0.001724,-0.007275,-0.000977,48.551636,12.638911,0.448345,0.319748,-0.003273,0.000193,0.000083,-0.000026,49.236599,18.062181,-0.236618,-0.365215,-0.684963,-0.000152,0.000044,-0.000001,0,49.839218,5.991304,-0.839237,-0.967834,-1.287582,-0.602619,0.000023,0,0,0,nonvascular
49,33.941124,48.534882,32.928192,-0.120852,2.046524,0.809566,13.678974,46.611824,27.48497,1.923058,0.018129,0.014891,-0.000107,0.010447,44.543266,20.834459,3.991615,2.068558,0.005419,-0.000198,0.000046,-0.000017,42.977089,16.625708,5.557793,3.634735,1.566177,-0.000685,0.000028,0,0,47.317009,6.711882,1.217873,-0.705185,-2.773743,-4.33992,0.000024,0,0,0,nonvascular
43,0,43,0.671855,0.135753,-0.972961,-2.85798,-4.290103,42.936665,4.290596,0.063335,0.033943,0.003098,0.013595,0.000169,42.429619,8.252611,0.570381,0.507046,0.00966,0.000154,-0.000031,-0.000014,42.267288,12.198783,0.732712,0.669376,0.162331,-0.000496,-0.000007,0.000002,0,47.019154,6.555086,-4.019154,-4.082489,-4.589535,-4.751865,0.000028,0,0,0,nonvascular
43,0,43,1.046904,0.459683,0.530498,0.903463,-6.449477,43.038303,8.033971,-0.038303,-0.007957,-0.000741,0.00705,0.004672,43.637783,15.396852,-0.637783,-0.59948,0.006765,0.00008,-0.000025,-0.000019,44.61314,13.475839,-1.61314,-1.574837,-0.975357,-0.000479,-0.000009,0.000001,0,49.045475,7.498956,-6.045475,-6.007172,-5.407692,-4.432335,0.000026,0,0,0,nonvascular
43,0,43,0.000112,-0.048619,0.198812,0.627706,-1.171024,43.007881,0.553951,-0.007881,-0.0523,0.01241,-0.004872,0.008004,44.05545,4.598704,-1.05545,-1.047569,-0.000401,0.000545,-0.000059,0.000001,47.394947,9.882141,-4.394947,-4.387066,-3.339497,-0.000626,0,-0.000001,0,51.920422,6.535608,-8.920422,-8.91254,-7.864971,-4.525475,0.000018,-0.000001,0,0,nonvascular
56,52,55.474922,49.899506,0.015887,0.025907,-0.508494,-0.427497,52.741379,37.79895,2.733543,0.058817,0.002869,-0.00294,0.010482,51.160816,23.050077,4.314106,1.580563,-0.000218,0.000458,0.000072,-0.000013,52.138657,11.089697,3.336266,0.602722,-0.97784,-0.000559,-0.000016,0,0,53.953255,2.923637,1.521667,-1.211876,-2.792439,-1.814598,0.000003,-0.000001,0,0,nonvascular
56,19.79899,56.022888,19.819054,-0.360414,3.033008,2.6675,26.376024,57.004025,20.003126,-0.981136,-0.022054,0.041637,-0.007934,0.025659,58.360352,16.098639,-2.337463,-1.356327,0.005818,0.000243,0.000054,0.000024,57.094757,5.015716,-1.071869,-0.090733,1.265594,-0.000609,-0.000032,0.000001,0,53.442123,4.134767,2.580765,3.561901,4.918228,3.652634,-0.000016,0,0,0,nonvascular
56,0,56.000008,1.567199,0.342139,1.461354,4.973565,27.344025,56.15155,9.096704,-0.151543,-0.008751,-0.030476,-0.01125,-0.013024,57.284821,10.805288,-1.284813,-1.13327,0.004558,-0.000392,0.000055,-0.000025,56.041882,6.927317,-0.041874,0.109669,1.242939,-0.000824,-0.000028,0.000001,0,52.036133,6.693213,3.963875,4.115417,5.248688,4.005749,-0.000024,-0.000001,0,0,nonvascular
37,40.224369,36.350895,38.774326,1.100202,-2.113936,8.372048,-3.275358,34.290413,32.840427,2.060482,0.015759,-0.03913,0.011895,-0.02729,34.863083,27.179989,1.487812,-0.57267,-0.006604,-0.000367,0.000022,-0.000031,37.053104,18.695547,-0.702209,-2.762691,-2.190022,-0.001382,0.000019,-0.000001,0,43.120434,6.841641,-6.769539,-8.830021,-8.257351,-6.067329,-0.000052,-0.000001,0,0,nonvascular
26,0,26.000017,0.807816,-0.023493,0.10518,0.013373,-0.497244,26.113935,4.983242,-0.113918,-0.019493,-0.009265,0.001124,-0.010756,27.194281,5.170911,-1.194263,-1.080345,-0.00559,0.000228,-0.000076,0.00002,31.390226,3.024168,-5.390209,-5.276291,-4.195946,-0.000585,-0.000006,0,0,41.421448,4.726126,-15.421431,-15.307512,-14.227167,-10.031221,-0.00006,-0.000001,0,0,nonvascular
49,72,48.272964,69.285728,0.220233,-0.042228,-3.432512,4.822766,44.459816,53.590679,3.813148,0.076508,0.032303,0.026538,0.02351,42.343254,38.096535,5.92971,2.116562,0.002834,-0.001385,0.000053,-0.000013,43.06728,25.235647,5.205685,1.392536,-0.724026,0.000026,-0.000037,0.000001,0,46.064934,11.682904,2.208031,-1.605118,-3.72168,-2.997654,-0.000057,0,0,0,nonvascular
31,0,31.000063,2.154406,-0.334303,0.013143,0.182929,6.09136,31.404587,12.347897,-0.404524,-0.117491,0.001196,-0.018552,0.002168,34.747063,10.307308,-3.747,-3.342476,-0.009909,-0.00038,-0.000209,-0.000013,42.569824,6.164721,-11.569761,-11.165237,-7.822762,-0.001163,0.000013,-0.000001,0,54.893166,9.642801,-23.893103,-23.488579,-20.146103,-12.323341,-0.000028,0,0,0,nonvascular
43,24,43.242367,23.332472,-0.723344,1.020124,-1.327192,10.854148,44.546539,22.859295,-1.304173,-0.027492,-0.057819,-0.023228,-0.003399,46.374195,30.904844,-3.131828,-1.827656,-0.002252,-0.001724,-0.000048,-0.000097,52.148537,31.096737,-8.90617,-7.601997,-5.774342,-0.000362,-0.000007,0,0,60.592457,12.689528,-17.35009,-16.045918,-14.218262,-8.44392,-0.000022,0,0,0,nonvascular
70,108,69.394226,106.189713,-1.005432,1.686416,2.530364,35.111885,66.821678,97.177765,2.572548,-0.292365,-0.067214,-0.067915,-0.033168,69.32872,82.24324,0.065506,-2.507042,-0.011378,-0.000514,-0.000529,-0.000058,71.656845,49.529888,-2.262619,-4.835167,-2.328125,0.000621,-0.000025,0,0,67.280876,12.795054,2.11335,-0.459198,2.047844,4.375969,-0.000024,0,0,0,nonvascular
87,7.071068,87.008171,7.064167,0.128213,0.971002,0.393436,-4.174613,87.351868,6.479379,-0.343697,-0.02554,-0.003129,-0.008953,-0.000976,87.274445,14.615049,-0.266273,0.077423,0.010349,-0.000239,0.000174,0.000035,79.144714,29.846334,7.863457,8.207153,8.12973,0.000258,-0.000026,0,0,67.292595,14.133335,19.715576,20.059273,19.98185,11.852119,-0.000036,0,0,0,nonvascular
92,120.880104,89.826134,117.173759,2.664286,-1.718769,20.784491,-29.121782,80.829414,97.084846,8.996719,0.044337,-0.044253,0.012601,-0.019083,74.552277,62.798714,15.273857,6.277138,0.00247,0.001306,0.000143,0.000026,68.270126,30.741907,21.556007,12.559288,6.28215,-0.000744,0.000007,0,0,63.430786,15.131577,26.395348,17.398628,11.12149,4.83934,-0.000055,0,0,0,nonvascular
49,9.899495,49.011463,10.674371,-0.470335,-0.773233,0.429851,-7.310725,49.635239,13.567072,-0.623775,0.006865,-0.000906,-0.01273,-0.004528,51.130058,12.785188,-2.118595,-1.49482,0.003741,0.000223,0.000041,0.000001,52.400208,7.770315,-3.388744,-2.764969,-1.270149,-0.00139,0.00001,-0.000001,0,56.578632,4.852724,-7.567169,-6.943394,-5.448574,-4.178425,-0.000075,0,0,0,nonvascular
49,0,49,0.00006,-0.041399,0.386073,-0.723933,-1.128309,49.004463,0.28221,-0.004463,-0.042723,-0.000597,-0.006807,0.005679,49.655083,1.190019,-0.655083,-0.65062,-0.000061,-0.000603,-0.000084,-0.000026,52.53949,7.063159,-3.53949,-3.535027,-2.884407,-0.000899,-0.000027,0,0,58.780529,7.60051,-9.780529,-9.776066,-9.125446,-6.241039,-0.000076,0,0,0,nonvascular
37,24,36.757652,23.510342,0.319321,0.588594,0.387184,12.298224,35.565884,21.179678,1.191769,-0.05178,-0.006417,0.001363,-0.018774,36.5592,26.85078,0.198452,-0.993317,-0.012196,0.000053,-0.000256,-0.000003,44.949036,30.695883,-8.191383,-9.383152,-8.389835,-0.000908,-0.00005,0,0,61.10358,18.605711,-24.345928,-25.537697,-24.54438,-16.154545,-0.000086,-0.000001,0,0,nonvascular
43,89.498604,43.5116,85.917648,0.258716,-1.118973,-8.743033,-55.432171,44.442818,69.501442,-0.931217,-0.018001,-0.001963,0.002671,0.049211,44.739288,54.378689,-1.227688,-0.296471,0.011264,-0.001538,0.000094,-0.000023,46.997913,35.527359,-3.486313,-2.555096,-2.258625,-0.000727,-0.000016,0.000002,0,56.971039,15.91181,-13.459438,-12.528221,-12.23175,-9.973125,-0.000092,0,0,0,nonvascular
43,90.906548,43.532898,88.197205,-1.627917,3.78257,-5.027063,34.226078,45.650345,73.719879,-2.117447,-0.140135,0.021284,-0.029438,0.017102,48.360268,55.657711,-4.82737,-2.709923,-0.017569,0.00051,-0.000189,-0.000008,52.111465,34.517647,-8.578568,-6.461121,-3.751198,-0.001564,0.000055,-0.000002,0,57.837837,9.046375,-14.304939,-12.187492,-9.47757,-5.726372,-0.00008,0,0,0,nonvascular
56,99.247169,57.321529,95.294601,-1.342871,0.088029,-1.851625,-0.978578,64.010269,72.787674,-6.68874,-0.147407,0.019779,-0.007296,0.006462,68.8564,46.874359,-11.53487,-4.84613,-0.007855,-0.001122,-0.000442,-0.000005,71.825401,21.491974,-14.503872,-7.815132,-2.969002,0.001784,-0.00002,0.000003,0,66.600288,4.83821,-9.278759,-2.590019,2.256111,5.225113,-0.00001,0,0,0,nonvascular
56,28,55.717251,28.112442,0.782874,0.814665,2.961435,15.874296,54.231831,27.695564,1.48542,0.017541,-0.008021,0.014213,0.012484,54.536415,21.442972,1.180836,-0.304585,-0.006448,-0.002664,-0.000105,-0.000068,61.307919,19.464266,-5.590668,-7.076088,-6.771503,0.002008,0.000017,0.000002,0,66.611664,3.285214,-10.894413,-12.379833,-12.075249,-5.303745,0.000022,0,0,0,nonvascular
